id,record_type,primary_name,alternative_names,medieval_names,modern_names,site_type,historical_category,title_or_designation,description,historical_significance,modern_location,latitude,longitude,coordinate_accuracy,modern_country,modern_region,crusader_state_or_polity,lordship_or_fief,accessibility,wikipedia_url,wikidata_id,primary_sources,secondary_sources,source_notes,uncertainty_notes,fortified_status,visible_remains,has_harbor,wikipedia_he_url,image_filename,crusaderatlas_url,landing_page_url
site/tel-yokneam-caymont,site,Tel Yokneam (Caymont),Caimun | Caun Mons | Caymont | Mons Cain | al-Qaymun | Tel Yoqne'am,,,Major castle / fortress,Fortification,,"Tel Yokne'am guards the entrance to the Jezreel Valley through a narrow pass in the Carmel range. A Crusader castle known as Caymont, with houses, a tower, a donjon, and a church inside a defensive wall, occupied the mound in the twelfth century. It was at Caymont that the rump of the Crusader army regrouped after the disaster at Hattin.",,"Tel Yokneam, Israel",32.6641,35.10827,verified,Israel,,Kingdom of Jerusalem,Lordship of Caymont,,https://en.wikipedia.org/wiki/Yokneam,Q28839092,,"D. Pringle, archaeological gazetteer of the Crusader Kingdom of Jerusalem (page reference(s): 73)",coordinate status: changed; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Coordinates were revised from the original gazetteer value.,definite,unknown,,https://he.wikipedia.org/wiki/%D7%AA%D7%9C_%D7%99%D7%A7%D7%A0%D7%A2%D7%9D,Tel_Yokneam.jpg,https://crusaderatlas.com/?site=tel-yokneam-caymont,https://crusaderatlas.com/sites/tel-yokneam-caymont/
site/tell-es-safi-blanchegarde,site,Tell es-Safi (Blanchegarde),Blanchegarde | Blanca Guarda | Tall as-Safiya | Tell es-Safi | Tel Tzafit,,,Major castle / fortress,Fortification,,"Blanchegarde — 'the white watchtower' — was one of the ring of castles built around Ascalon in the 1140s, this one founded by King Fulk in 1142 on the chalky hilltop that gave it its name. A square quadriburgium with four corner towers, it fell to Saladin after Hattin in 1187. Today Tel Tzafit is best known for large excavations of Bronze and Iron Age Philistine layers, but the Crusader fort is still visible on top of the mound.",,"Tel Tzafit, Israel",31.69984,34.84744,verified,Israel,,Kingdom of Jerusalem,County of Jaffa and Ascalon,,https://en.wikipedia.org/wiki/Tell_es-Safi,Q2402271,,"D. Pringle, archaeological gazetteer of the Crusader Kingdom of Jerusalem (page reference(s): 92-93)",coordinate status: changed; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Coordinates were revised from the original gazetteer value.,definite,yes,,https://he.wikipedia.org/wiki/%D7%AA%D7%9C_%D7%A6%D7%A4%D7%99%D7%AA,Tell_es_Safi.jpg,https://crusaderatlas.com/?site=tell-es-safi-blanchegarde,https://crusaderatlas.com/sites/tell-es-safi-blanchegarde/
site/yavne-ibelin,site,Yavne (Ibelin),Ibelin | Ybelin | Gibelim | Yavne,,,Major castle / fortress,Fortification,,"Yavne — known to the Crusaders as Ibelin — was one of the four castles thrown up around Ascalon in the 1140s and became the seat of the powerful Ibelin family. William of Tyre called the twelfth-century castle 'very strongly built with deep foundations and four towers'. The original quadriburgium is mostly gone, but its hilltop in the centre of modern Yavne still preserves traces of the medieval fortification.",,"Yavne, Israel",31.86611,34.74639,verified,Israel,,Kingdom of Jerusalem,County of Jaffa and Ascalon,,https://en.wikipedia.org/wiki/Ibelin_(castle),Q3877418,,"D. Pringle, archaeological gazetteer of the Crusader Kingdom of Jerusalem (page reference(s): 108)",coordinate status: changed; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Coordinates were revised from the original gazetteer value.,definite,yes,,https://he.wikipedia.org/wiki/%D7%99%D7%91%D7%A0%D7%94,Yavne_Ibelin.jpg,https://crusaderatlas.com/?site=yavne-ibelin,https://crusaderatlas.com/sites/yavne-ibelin/
site/yazur-azor,site,Yazur (Azor),Casellum de Planis | Case! des Plains | Casale/Casellum Balneorum | Casellum de Templo,,,Major castle / fortress,Fortification,,"The Crusader manor of Casellum de Planis stood at the modern town of Azor, just south-east of Tel Aviv and Jaffa. Its square central tower, with barrel-vaulted basement and a stair rising through the vault, formed the core of a small lordship of the Jaffa county.",,"Azor, Israel",32.025561,34.804139,verified,Israel,,Kingdom of Jerusalem,County of Jaffa and Ascalon,,https://en.wikipedia.org/wiki/Azor,Q952186,,"D. Pringle, archaeological gazetteer of the Crusader Kingdom of Jerusalem (page reference(s): 107)",coordinate status: changed; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Coordinates were revised from the original gazetteer value.,definite,yes,,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%94%D7%9E%D7%99%D7%A9%D7%95%D7%A8,Azor_fortress.jpg,https://crusaderatlas.com/?site=yazur-azor,https://crusaderatlas.com/sites/yazur-azor/
site/at-taiyiba-castle-of-st-elias,site,at-Taiyiba — Castle of St Elias,at-Taiyiba | 'Afra | Castle of St Elias | Saint Elyes | Effraon | castrum S. Helyae,,,Major castle / fortress,Fortification,,"A small Frankish castle perched above the modern village of Tuba Zangariyya / Taibe in eastern Galilee, known in the sources as the Castle of St Elias. It guarded the upland road between the Sea of Galilee and the Jezreel Valley. Part of its concentric walls, a barrel-vaulted gate passage, and remains of a square inner tower still stand among the village houses.",,"Taibe, Galilee, Israel",32.60444,35.44444,verified,Israel,,Kingdom of Jerusalem,Principality of Galilee,,"https://en.wikipedia.org/wiki/Taibe,_Galilee",Q2916840,,"D. Pringle, archaeological gazetteer of the Crusader Kingdom of Jerusalem (page reference(s): 98)",coordinate status: verified; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,definite,unknown,,https://he.wikipedia.org/wiki/%D7%98%D7%99%D7%99%D7%91%D7%94%20(%D7%91%D7%92%D7%9C%D7%99%D7%9C),at_Taiyiba.jpg,https://crusaderatlas.com/?site=at-taiyiba-castle-of-st-elias,https://crusaderatlas.com/sites/at-taiyiba-castle-of-st-elias/
site/achziv-casal-imbert,site,Achziv (Casal Imbert),Akhziv | Casel Imbert | Casale Huberti de Paci | Casale Lamberti | Castellum Ziph | Qasale Imbert/Siph,,,Walled town / citadel,Settlement,,"Achziv, on the Mediterranean coast north of Acre, was the Crusader 'new town' of Casal Imbert, belonging to the royal domain of Acre. It was the site of a sharp Frankish defeat by Saladin's troops in 1187 and later briefly held by the Teutonic Knights. A tower once stood in the village; traces of Crusader occupation are mixed with much earlier Phoenician and later Ottoman remains, today inside Achziv National Park.",,"Achziv, Israel",33.04778,35.10222,verified,Israel,,Kingdom of Jerusalem,Royal Domain - Acre,,https://en.wikipedia.org/wiki/Achziv,Q340747,,"D. Pringle, archaeological gazetteer of the Crusader Kingdom of Jerusalem (page reference(s): 110)",coordinate status: verified; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Fortified status not definitive (recorded as 'uncertain').,uncertain,fragmentary,,https://he.wikipedia.org/wiki/%D7%90%D7%9B%D7%96%D7%99%D7%91,133080_achziv_park_PikiWiki_Israel.jpg,https://crusaderatlas.com/?site=achziv-casal-imbert,https://crusaderatlas.com/sites/achziv-casal-imbert/
site/arsuf-apollonia,site,Arsuf (Apollonia),Arsur | Tel Arshaf,,,Walled town / citadel,Settlement,,"Arsuf — ancient Apollonia — was a small but strategically placed port on the sandstone cliffs north of modern Tel Aviv. The Crusaders took it in 1101, and in 1191 its coastal plain hosted the Battle of Arsuf, one of Richard the Lionheart's most famous victories, when the Crusader army broke Saladin's harassing cavalry in a disciplined charge. The town remained in Frankish hands until 1265, when the Mamluk sultan Baybars besieged and destroyed it. The concentric castle with its rounded towers, harbour, and town walls is now an Israeli national park.",,"Arsuf, Israel",32.195465,34.80756,verified,Israel,,Kingdom of Jerusalem,Lordship of Arsuf,,https://en.wikipedia.org/wiki/Arsuf,Q1024886,,"D. Pringle, archaeological gazetteer of the Crusader Kingdom of Jerusalem (page reference(s): 19)",coordinate status: changed; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Coordinates were revised from the original gazetteer value.,definite,unknown,yes,https://he.wikipedia.org/wiki/%D7%90%D7%A8%D7%A1%D7%95%D7%A3,Arsuf.jpg,https://crusaderatlas.com/?site=arsuf-apollonia,https://crusaderatlas.com/sites/arsuf-apollonia/
site/ascalon,site,Ascalon,Asqalan | Ascalon | Ashkelon,,,Walled town / citadel,Settlement,,Ascalon was the last Fatimid foothold on the Palestinian coast and for fifty years after the First Crusade it remained a thorn in the kingdom's side — raiding parties from Ascalon reached the gates of Jerusalem. King Baldwin III finally captured it in 1153 after a long siege. Saladin retook it in 1187; Richard the Lionheart refortified it in 1192 with at least fourteen towers. Today a great horseshoe of Crusader and earlier walls survives in Tel Ashkelon National Park.,,"Ashkelon, Israel",31.66194,34.54611,verified,Israel,,Kingdom of Jerusalem,County of Jaffa and Ascalon,,https://en.wikipedia.org/wiki/Ashkelon,Q60956,,"D. Pringle, archaeological gazetteer of the Crusader Kingdom of Jerusalem (page reference(s): 20)",coordinate status: changed; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Coordinates were revised from the original gazetteer value.,definite,unknown,yes,https://he.wikipedia.org/wiki/%D7%90%D7%A9%D7%A7%D7%9C%D7%95%D7%9F,71-7100-100_-_תל_אשקלון_-_שרידי_כנסיית_סנטה_מריה_וירידיס_-_לריסה_סקלאר_גילר_(3).jpg,https://crusaderatlas.com/?site=ascalon,https://crusaderatlas.com/sites/ascalon/
site/caesarea-maritima,site,Caesarea Maritima,"Qaisariya | Caesarea, Cesaire",,,Walled town / citadel,Settlement,,"Caesarea Maritima, the great Roman and Byzantine port, became one of the most heavily fortified Crusader cities after Baldwin I took it in 1101. The walls visible today — a near-complete circuit of curtain, towers and a dry moat — were built by King Louis IX of France in 1251-2 during his stay in the Holy Land. The city, its harbour, and its Frankish cathedral survived until the Mamluks systematically demolished the coastal defences in 1265. Caesarea is now one of Israel's most visited archaeological parks.",,"Caesarea, Israel",32.5001,34.8914,verified,Israel,,Kingdom of Jerusalem,Lordship of Caesarea,,https://en.wikipedia.org/wiki/Caesarea_Maritima,Q319242,,"D. Pringle, archaeological gazetteer of the Crusader Kingdom of Jerusalem (page reference(s): 42)",coordinate status: verified; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,definite,unknown,yes,https://he.wikipedia.org/wiki/%D7%A7%D7%99%D7%A1%D7%A8%D7%99%D7%94,96364_caesarea_national_park_PikiWiki_Israel.jpg,https://crusaderatlas.com/?site=caesarea-maritima,https://crusaderatlas.com/sites/caesarea-maritima/
site/jaffa,site,Jaffa,"Joppa, Yafa | Jaffa, Japhe, Joppe | Yafo",,,Walled town / citadel,Settlement,,"Jaffa was the main port of entry for pilgrims and Crusaders throughout the twelfth and thirteenth centuries. It changed hands repeatedly: Richard the Lionheart defended it personally against Saladin in 1192, famously wading ashore at the head of a small force. Frederick II rebuilt its walls in 1228, and Louis IX strengthened them again in 1252. Little of the medieval city survives above ground, but its walled citadel hill and the faubourg below it shaped the topography of modern Old Jaffa.",,"Jaffa, Israel",32.05478,34.75208,verified,Israel,,Kingdom of Jerusalem,County of Jaffa and Ascalon,,https://en.wikipedia.org/wiki/Jaffa,Q180294,,"D. Pringle, archaeological gazetteer of the Crusader Kingdom of Jerusalem (page reference(s): 51)",coordinate status: verified; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,definite,unknown,yes,https://he.wikipedia.org/wiki/%D7%99%D7%A4%D7%95,jaffa crusader wall.png,https://crusaderatlas.com/?site=jaffa,https://crusaderatlas.com/sites/jaffa/
site/jerusalem-citadel-tower-of-david,site,Jerusalem — Citadel (Tower of David),Jerusalem | Ierosolima | Yerushalayim | David's Tower | Tower of David | al-Quds ash-Sharif,,,Walled town / citadel,Settlement,,"The Citadel next to the Jaffa Gate was the residence of the Crusader kings of Jerusalem from 1099 until 1187 and again briefly from 1229 to 1244. Built around a gigantic Herodian-period tower known today as the Tower of David, the Crusader castle straddled the city wall and commanded the western approach to Jerusalem. Much of its medieval masonry, gatehouses and moats is still visible inside the Tower of David Museum.",,"Tower of David, Jerusalem",31.77611,35.22778,verified,Israel,,Kingdom of Jerusalem,Royal Domain - Jerusalem,,https://en.wikipedia.org/wiki/Tower_of_David,Q1177765,,"D. Pringle, archaeological gazetteer of the Crusader Kingdom of Jerusalem (page reference(s): 51-55)",coordinate status: changed; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Coordinates were revised from the original gazetteer value.,definite,yes,,https://he.wikipedia.org/wiki/%D7%9E%D7%92%D7%93%D7%9C_%D7%93%D7%95%D7%93,Jerusalem_Citadel_manuscript.jpg,https://crusaderatlas.com/?site=jerusalem-citadel-tower-of-david,https://crusaderatlas.com/sites/jerusalem-citadel-tower-of-david/
site/tancreds-tower,site,Tancred's Tower,Qasr Jalud | Tower of Goliath,,,Walled town / citadel,Settlement,,"A massive polygonal tower at the northwest corner of Jerusalem's walls, built originally on Fatimid foundations and stormed by Tancred of Antioch in the 1099 siege — the episode from which the Crusaders took the tower's new name. Under Frankish rule it served as the principal anchor of the northern defences of the royal city, linked to the Citadel and the Tower of David. The Ayyubids partly dismantled it after 1219; Mamluks and Ottomans rebuilt over the ruins. Today only foundations survive, visible outside the Ottoman wall near the New Gate (locally 'Qasr Jalud'), with further remains beneath the adjacent Collège des Frères.",,"Old City, Jerusalem (NW corner of city wall)",31.7786,35.2261,verified,Israel,,Kingdom of Jerusalem,Royal Domain - Jerusalem,,https://en.wikipedia.org/wiki/Tancred%27s_Tower,Q12408818,,,coordinate status: changed; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Coordinates were revised from the original gazetteer value.,definite,fragmentary,,https://he.wikipedia.org/wiki/%D7%9E%D7%92%D7%93%D7%9C_%D7%98%D7%A0%D7%A7%D7%A8%D7%93,Tancreds_Tower.jpg,https://crusaderatlas.com/?site=tancreds-tower,https://crusaderatlas.com/sites/tancreds-tower/
