# Descriptions truncated to 500 chars. Full text in geojson/sites.geojson
id,internal_key,name,alternate_names,category,territory,modern_location,lordship,lat,lon,coordinate_precision,fortified_status,visible_remains,harbor,description_truncated,image,wikipedia_en,wikipedia_he
belhacem-qalaat-abou-el-hassan,Belhacem (Qalaat Abou El Hassan),Belhacem (Qalaat Abou El Hassan),Qalaat Abou El Hassan; Belhasem; Belhacem Fortress,tower,Lebanon,"Sfariyeh, Jezzine District, Lebanon",Lordship of Sidon,33.5219,35.6081,approximate,definite,partial,false,"80-metre-high rocky outcrop (100 × 30 m) near Sfariyeh in the Jezzine region, first mentioned in Frankish chronicles in 1128 as a rear-guard defence for Sidon against attacks from the eastern mountains. Its signature survival is a semi-circular two-story tower-gate built with large rusticated bossage blocks — the same masonry signature seen at Beaufort. Fell to Saladin in September 1187 after Hattin and became an Ayyubid frontier post.",Belhacem.jpg,https://en.wikipedia.org/wiki/Beaufort_Castle%2C_Lebanon,https://he.wikipedia.org/wiki/%D7%91%D7%95%D7%A4%D7%95%D7%A8
coliath-qalaat-al-qulayat,Coliath (Qalaat al-Qulay'at),Coliath (Qalaat al-Qulay'at),Colée; Qalaat al-Qulay'at; Chastel-Rouge,tower,Lebanon,"North Governorate, Lebanon",County of Tripoli,34.4694,35.98,approximate,definite,fragmentary,false,Square castrum with flanking towers and vaulted halls on a low knoll 2 km from the Akkar coast — architecturally a classic plain- country military-order fortress. Granted to the Knights Hospitaller by Count Pons of Tripoli in 1127. Dismantled by Saladin's brother al-Adil in 1207 and permanently ruined by Baibars in summer 1266 as a prelude to the strangulation of Tripoli. Today only fragmentary remains stand.,,https://en.wikipedia.org/wiki/Coliath,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%A7%D7%95%D7%9C%D7%99%D7%A2%D7%90%D7%AA
doubiye-castle,Doubiye Castle,Doubiye Castle,Qal'at ad-Dubba; Doubiyeh,tower,Lebanon,"Chaqra, Bint Jbeil District, Lebanon",Lordship of Maron,33.1603,35.4772,approximate,definite,yes,false,"Twelfth-century watchtower (turris) on the Damascus–Tyre road near Chaqra, likely housing a single knight and his household as a physical marker of lordly authority within the Lordship of Toron. French archaeological missions in 2011–2016 showed the Frankish foundations were radically refortified by Shia lords in the seventeenth century; their additions are unusual in the Near East for including domestic fireplaces but no firearm loopholes.",Castle of Chaqra.jpg,https://en.wikipedia.org/wiki/Shaqra%2C_Lebanon,
scandelion-castle-shamaa,Scandelion Castle (Shamaa),Scandelion Castle (Shamaa),Iskandarouna; Qal'at Shamaa; Château d'Iskandarounah,tower,Lebanon,"Shamaa, Tyre District, Lebanon",Seigneury of Tyre,33.1036,35.1597,approximate,definite,fragmentary,false,"Conical-hill castle in Shamaa built by Baldwin I in 1116 (some sources 1124) to command the coastal approach to Tyre. Its walls and flanking towers gave sweeping views down the littoral as far as Naqoura, allowing early warning of any maritime or overland threat against the greatest of the northern Galilean ports.",Kalat_Schemma_CharlesWilliamMeredithVanDeVelde1857_p130_illustration39.jpg,https://en.wikipedia.org/wiki/Scandelion_Castle,
cathedral-of-the-holy-cross-tyre,Cathedral of the Holy Cross (Tyre),Cathedral of the Holy Cross (Tyre),,church,Lebanon,Cathedral of the Holy Cross (Tyre),Seigneury of Tyre,33.2704,35.1944,approximate,definite,yes,false,"Founded in 1129 as the metropolitan cathedral of Tyre, this was one of the largest and most prestigious churches of the Latin Kingdom of Jerusalem. After the loss of Jerusalem in 1187 it became the principal coronation site of the kings of the 'Second Kingdom', and hosted a number of royal marriages. Tradition — contested among the chronicles — holds that the bones of Holy Roman Emperor Frederick Barbarossa, who drowned in the River Saleph on his way to the Third Crusade, were interred here in 1...",Cathedral_of_the_Holy_Cross_Tyre.jpg,"https://en.wikipedia.org/wiki/Cathedral_of_the_Holy_Cross,_Tyre",https://he.wikipedia.org/wiki/%D7%A7%D7%AA%D7%93%D7%A8%D7%9C%D7%AA_%D7%A6%D7%95%D7%A8_%D7%94%D7%A6%D7%9C%D7%91%D7%A0%D7%99%D7%AA
our-lady-of-the-wind-saydet-el-rih-anfeh,Our Lady of the Wind / Saydet el-Rih (Anfeh),Our Lady of the Wind / Saydet el-Rih (Anfeh),,church,Lebanon,Our Lady of the Wind / Saydet el-Rih (Anfeh),County of Tripoli,34.3525,35.725,approximate,definite,yes,false,"Small church on the rocky Anfeh peninsula, originally a Byzantine chapel that the Crusaders rebuilt and expanded by adding a western narthex and a northern chamber. It is one of the very few churches in Lebanon to retain medieval frescoes from the Crusader era, depicting saints, angels and biblical scenes including the sacrifice of Isaac.",Enfeh_église_Sainte-Catherine_au_Liban-Nord.JPG,https://en.wikipedia.org/wiki/Anfeh,
st-johns-cathedral-byblos,St. John's Cathedral (Byblos),St. John's Cathedral (Byblos),,church,Lebanon,St. John's Cathedral (Byblos),County of Tripoli,34.1214,35.6481,approximate,definite,yes,false,Cathedral of Saint John the Baptist built by the Crusaders in 1115 in the Romanesque style just inside the walls of Gibelet (modern Byblos). Its most distinctive feature is an open-air domed baptistery on the north side dating to the original 12th-century construction. Earthquakes reduced it to disrepair in later centuries; in 1764 the building was granted to the Lebanese Maronite Order and rededicated to St Jean-Marc.,St_John_Cathedral_Byblos.jpg,"https://en.wikipedia.org/wiki/St._John%27s_Cathedral,_Byblos",
battle-of-marj-ayyun-1179,Battle of Marj Ayyun (1179),Battle of Marj Ayyun (1179),Marjayoun,battle,Lebanon,"Marjayoun, southern Lebanon",Lordship of Sidon,33.36,35.59,approximate,,,,"On 10 June 1179, Baldwin IV intercepted a Saladin-led raiding column returning to Damascus through the Marj Ayyun valley in what is now southern Lebanon. The Crusader vanguard caught the Ayyubid baggage train and inflicted heavy losses, but a concentrated counter-attack by Saladin's reserves caught the Franks scattered across the valley floor. The Crusader force was driven back in disorder; the master of the Templars, Odo of St Amand, was captured along with Hugh of Tiberias and several hundred ...",Saladin_the_Victorious.jpg,https://en.wikipedia.org/wiki/Battle_of_Marj_Ayyun,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%91_%D7%9E%D7%A8%D7%92%27_%D7%A2%D7%99%D7%95%D7%9F_%281179%29
siege-of-sidon-1110,Siege of Sidon (1110),Siege of Sidon (1110),Crusader capture of Sidon,siege,Lebanon,"Sidon, Lebanon",Lordship of Sidon,33.563,35.376,approximate,,,,"From 19 October to 5 December 1110, Baldwin I besieged the Fatimid-held coastal city of Sidon with the assistance of the Doge of Venice Ordelafo Faliero and a Norwegian fleet of sixty ships under King Sigurd I, who had taken the cross and travelled by sea via Spain and Sicily to fight in the Holy Land. The combined land-and-sea operation cut the city off completely; the garrison surrendered on terms in early December. The capture of Sidon established the Lordship of Sidon as one of the great fie...",Magnussonnenes_saga_3_-_G._Munthe.jpg,https://en.wikipedia.org/wiki/Siege_of_Sidon,
siege-of-tyre-1124,Siege of Tyre (1124),Siege of Tyre (1124),Crusader capture of Tyre,siege,Lebanon,"Tyre, Lebanon",Seigneury of Tyre,33.27,35.196,approximate,,,,"Tyre was the last great Fatimid port on the Levantine coast and the most heavily fortified, jutting out into the Mediterranean on an island linked to the mainland only by a narrow causeway. The siege began in February 1124 under the Patriarch Warmund of Picquigny and the new regent William of Bures — the previous regent, Eustace Grenier, having died in December 1123 — with critical naval support from a Venetian fleet bound by the Pactum Warmundi, a treaty granting Venice extensive trading and te...",Tyre_being_blockaded_by_the_Venetian_fleet_and_besieged_by_Crusader_knighthood.PNG,https://en.wikipedia.org/wiki/Siege_of_Tyre_(1124),
krak-des-chevaliers,Krak des Chevaliers,Krak des Chevaliers,Crac des Chevaliers; Hisn al-Akrad; Castle of the Kurds; Qal'at al-Hisn,major_castle,Syria,"Homs Governorate, Syria",County of Tripoli,34.7569,36.2944,exact,definite,yes,false,"The greatest of the Hospitaller castles and the most complete Crusader fortress to survive anywhere in the world. The Knights Hospitaller received the site in 1142 from Raymond II of Tripoli and rebuilt the earlier Kurdish fort into a colossal concentric stronghold of two circuits of walls, with a sloping talus, vaulted halls, a great Gothic loggia, and quarters for a garrison of perhaps two thousand men. Saladin probed it in 1188 and decided it was not worth besieging. It survived almost every ...",KRAK_DES_CHEVALIERS_-_GAR_-_6-00.jpg,https://en.wikipedia.org/wiki/Krak_des_Chevaliers,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%90%D7%A7_%D7%93%D7%94_%D7%A9%D7%91%D7%9C%D7%99%D7%99%D7%94
margat,Margat,Margat,Marqab; Margat Castle; Qal'at al-Marqab,major_castle,Syria,"Banias, Tartus Governorate, Syria",County of Tripoli,35.1525,35.9447,exact,definite,yes,true,"Margat — 'the watchtower' — is the second great Hospitaller castle of the Syrian coast, built of black basalt on a 360-metre volcanic spur overlooking the sea between Latakia and Tartus. The Mazoir family fortified the site in 1117 and sold it to the Hospitallers in 1186, who rebuilt it on a vast scale: a massive double curtain wall, a circular keep, a Gothic chapel, and barracks for a thousand-strong garrison with provisions enough for a five-year siege. After the fall of Krak in 1271 it became...",Marqab-crusader-castle-donjon.jpg,https://en.wikipedia.org/wiki/Margat,https://he.wikipedia.org/wiki/%D7%9E%D7%A8%D7%A7%D7%91
saone,Saone,Saone,Saladin's Castle; Sahyun; Qal'at Salah ad-Din; Castle of Saone,major_castle,Syria,"Latakia Governorate, Syria",,35.5972,36.0578,exact,definite,yes,false,"Saone occupies a long mountain ridge between two deep ravines about thirty kilometres east of Latakia, in territory belonging to the Principality of Antioch. The Crusaders refortified an earlier Byzantine site in the early twelfth century, cutting a spectacular rock-hewn ditch 28 metres deep through the saddle of the spur and leaving a single needle of living rock to support the drawbridge — one of the most dramatic engineering feats of the medieval Mediterranean. Saladin captured the castle in ...",Sahyun Castle.jpg,https://en.wikipedia.org/wiki/Sahyun_Castle,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%A6%D7%9C%D7%90%D7%97_%D7%90-%D7%93%D7%99%D7%9F
cathedral-of-our-lady-of-tortosa,Cathedral of Our Lady of Tortosa,Cathedral of Our Lady of Tortosa,Tortosa Cathedral; Notre-Dame de Tortose; Cathedral of Tartus,church,Syria,"Tartus, Syrian coast",County of Tripoli,34.8889,35.8865,exact,definite,yes,false,"Captured by the Franks in 1099, Tortosa (modern Tartus on the Syrian coast) hosted what is widely considered the best-preserved Crusader religious building anywhere in the Levant. The Knights Templar took the city in 1152 and rebuilt the cathedral around an older shrine that pilgrims believed had been consecrated by Saint Peter. Anticipating Mamluk attacks in the 1260s, the Templars added defensive sacristies, machicolated buttresses, and arrow-loops directly into the cathedral fabric — a rare e...",Notre_dame_de_tortosa.jpg,https://en.wikipedia.org/wiki/Cathedral_of_Our_Lady_of_Tortosa,
citadel-of-tartus,Citadel of Tartus,Citadel of Tartus,Tortosa Citadel; Crusader Castle of Tartus,major_castle,Syria,"Tartus, Syrian coast",County of Tripoli,34.8936,35.8848,exact,definite,yes,false,"The largest and most heavily fortified of the County of Tripoli's coastal strongholds. Crusaders first besieged the city in 1099 but lost it shortly after; Raymond IV of Toulouse retook it in February 1102 after a fortnight's siege. Around 1165 the Knights Templar assumed guardianship and rebuilt the castle on a grand scale, with two concentric defensive walls, eleven towers, a lancet-windowed chapel, and a postern gate that allowed the harbour to resupply the garrison directly. The citadel with...",Citadel of Tartus.JPG,https://en.wikipedia.org/wiki/Citadel_of_Tartus,
battle-of-azaz-1125,Battle of Azaz (1125),Battle of Azaz (1125),Azaz,battle,Syria,"Azaz, Aleppo Governorate, Syria",,36.587,37.041,approximate,,,,"Following the catastrophic Frankish defeat at the Field of Blood in 1119, the Principality of Antioch was hanging by a thread, and Baldwin II of Jerusalem assumed the regency of the northern Crusader states to prevent their collapse. On 11 June 1125, near the small town of Azaz north of Aleppo, Baldwin assembled a coalition of 1,100 knights and 2,000 infantry drawn from Jerusalem, Antioch, Edessa, and Tripoli. They faced a Seljuk-Artuqid army of perhaps 15,000 under Aq-Sunqur il-Bursuqi and Togh...",Coin_Baldwin2.jpg,https://en.wikipedia.org/wiki/Battle_of_Azaz_(1125),
battle-of-harim-1164,Battle of Harim (1164),Battle of Harim (1164),Battle of Harenc,battle,Syria,"Harem, Idlib Governorate, Syria",,36.207,36.522,approximate,,,,"On 12 August 1164, Nur ad-Din invested the strategic Frankish fortress of Harim (Harenc), which guarded the eastern approaches to Antioch. A combined relief army from the County of Tripoli, the Principality of Antioch, the Byzantine Empire, and Cilician Armenia marched to break the siege but was lured into a trap and annihilated. The casualties read like a roll-call of the Frankish north: Bohemond III of Antioch, Raymond III of Tripoli, Hugh VIII of Lusignan, and the Byzantine governor Constanti...",Nur_ad-Din_Zangi.jpg,https://en.wikipedia.org/wiki/Battle_of_Harim,
battle-of-inab-1149,Battle of Inab (1149),Battle of Inab (1149),Battle of Ard al-Hatim; Fons Muratus,battle,Syria,"Inab, Idlib Governorate, Syria",,36.518,36.954,approximate,,,,"On 29 June 1149, Nur ad-Din — the Zengid atabeg whose career would re-unite Muslim Syria — destroyed the field army of the Principality of Antioch at Inab, near the village of Ard al-Hatim. Prince Raymond of Poitiers had ridden out with 4,000 cavalry and 1,000 infantry, accompanied by Ali ibn Wafa and a contingent of Nizari Assassins. Nur ad-Din encircled them with 6,000 men and wiped the army out almost to the last man; Raymond and Ali ibn Wafa were both killed and Raymond's skull was sent in a...",BattleOfInab.jpg,https://en.wikipedia.org/wiki/Battle_of_Inab,
fall-of-krak-des-chevaliers-1271,Fall of Krak des Chevaliers (1271),Fall of Krak des Chevaliers (1271),Mamluk capture of Krak; Baybars at Krak,siege,Syria,"Krak des Chevaliers, Homs Gap, Syria",County of Tripoli,34.7569,36.3144,exact,,,,"The Mamluk sultan Baybars arrived before Krak des Chevaliers in late February 1271 with the explicit aim of breaking the back of the Hospitaller presence in northern Syria. After a month of bombardment with trebuchets and the methodical mining of the great southern tower, his sappers broke through the outer wall on 29 March. The garrison, perhaps three hundred knights and sergeants, retreated to the inner enceinte and held out for another five weeks. On 8 April, Baybars produced a forged letter ...",,https://en.wikipedia.org/wiki/Krak_des_Chevaliers#Mamluk_period,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%90%D7%A7_%D7%93%D7%94_%D7%A9%D7%91%D7%9C%D7%99%D7%99%D7%94
church-of-st-george-deir-al-asad,"Church of St. George, Deir al-Asad","Church of St. George, Deir al-Asad",Saint Jorge Labane; Abbey Church of St George (Labeyne),church,Israel,"Deir al-Asad / Bi'ina, Western Galilee",St George of Labeyne,32.91972,35.27194,approximate,definite,yes,false,"The remains of a 12th-century Crusader church stand in the shared centre of the twin villages of Deir al-Asad and Bi'ina, the medieval caput of the fief of St George de la Beyne. Denys Pringle identified the building as an abbey church of St George, and Victor Guérin, visiting in 1875, recorded that it had three naves and three apses pierced by narrow windows, consistent with a Carthusian plan. The village took its modern Arabic name — ""the lion's monastery"" — from the conspicuous Frankish ruins...",129452_the_town_of_deir_al-assad_PikiWiki_Israel.jpg,https://en.wikipedia.org/wiki/Deir_al-Asad,https://he.wikipedia.org/wiki/%D7%93%D7%99%D7%A8_%D7%90%D7%9C-%D7%90%D7%A1%D7%93
siege-of-damietta-1218-1219,Siege of Damietta (1218–1219),Siege of Damietta (1218–1219),Fifth Crusade siege of Damietta; Siege of Dumyat,siege,Egypt,"Damietta (Dumyat), Egypt",,31.4166,31.8133,exact,,,,In May 1218 the vanguard of the Fifth Crusade sailed into the eastern mouth of the Nile and dropped anchor opposite Damietta — the Ayyubid port that controlled the approach to Cairo. The city was protected by a great chain-tower standing in midstream and a second iron chain anchored to the eastern bank. Frisian pilgrims and John of Brienne's knights spent three months building a floating siege engine — two round ships lashed together into a castle designed by the German chronicler Oliver of Pade...,Capturing_Damiate.jpg,https://en.wikipedia.org/wiki/Siege_of_Damietta_(1218%E2%80%931219),
aqaba-fortress,Aqaba Fortress,Aqaba Fortress,Aqaba Castle; Mamluk Castle of Aqaba; Qasr al-Aqaba,major_castle,Jordan,"Aqaba, Jordan",,29.5218,35.002,exact,definite,yes,false,"The Aqaba Fortress — Qasr al-Aqaba, also called the Mamluk Castle — is a fortified caravanserai on the northern beach of the Gulf of Aqaba. Its present fabric dates mainly to the early sixteenth century, when the Mamluk sultan Qansuh al-Ghuri rebuilt earlier fortifications on the site to guard the hajj road running south from Cairo to Mecca and Medina.

The Crusaders had briefly dominated this corner of the Red Sea. From about 1116, Baldwin I's island castle of Île de Graye on Pharaoh's Island, ...",aqaba_fortress.jpg,https://en.wikipedia.org/wiki/Aqaba_Fortress,
church-of-st-anne-khirbet-sandhanna,Church of St. Anne (Sandhanna),Church of St. Anne (Khirbet Sandhanna),"Khirbet Sandahanna; Sandhanna church; Sandahanna; St. Anne, Maresha",church,Israel,"Beit Guvrin-Maresha National Park, Israel",Royal Domain - Jerusalem,31.597,34.9006,approximate,no,partial,false,"A Crusader-era basilica rebuilt over a Byzantine predecessor on the southern edge of the Lordship of Bethgibelin, at the site of ancient Maresha. The Arabic toponym 'Khirbet Sandahanna' — the ruin of Saint Anne — preserves the dedication. The freestanding eastern apse with its half-dome vault is the most intact surviving element; the church was abandoned after Saladin's reconquest in 1187 and never restored. Today the ruins lie within Beit Guvrin-Maresha National Park.",Church of St anne Beit Guvrin.jpg,https://en.wikipedia.org/wiki/Beit_Guvrin-Maresha_National_Park,https://he.wikipedia.org/wiki/%D7%97%D7%95%D7%A8%D7%91%D7%AA_%D7%A1%D7%A0%D7%93%D7%97%D7%A0%D7%94
akeldama-chaudemar-crusader-charnel-house,Akeldama / Chaudemar — Crusader Charnel House,Akeldama / Chaudemar — Crusader Charnel House,Akeldama; Hakeldama; Aceldama; Haceldama; Chaudemar; Field of Blood; Hakl ed-Damm,church,Israel,"Southern slope of the Valley of Hinnom, Jerusalem",Royal Domain - Jerusalem,31.7694,35.2328,exact,no,yes,false,"South of Jerusalem, on the slope of the Valley of Hinnom, lies Akeldama, the ""Field of Blood"" traditionally linked to Judas Iscariot and the potter's field. In the 12th century, the Crusaders built here a large vaulted charnel house known as Chaudemar, where the bones of dead pilgrims, knights, and patients from the Hospitaller hospital near the Holy Sepulchre were gathered. The site combined biblical memory, burial practice, and Crusader devotion: to be buried in the holy soil of Jerusalem, clo...",Akeldama-Chaudemar-Charnel-House.jpg,https://en.wikipedia.org/wiki/Akeldama,https://he.wikipedia.org/wiki/%D7%97%D7%A7%D7%9C_%D7%93%D7%9E%D7%90
st-cleophas-church-al-qubeiba,"St. Cleophas Church, Al-Qubeiba","St. Cleophas Church, Al-Qubeiba","Al-Qubeiba Church; Sanctuary of Emmaus, El Qubeibeh; Parva Mahomeria; Cleopas' House; Castellum Emmaus",church,Israel,"Al-Qubeiba, ~11 km northwest of Jerusalem, West Bank",Royal Domain - Jerusalem,31.8404,35.1352,exact,no,partial,false,"St. Cleophas Church stands at Al-Qubeiba, a village about 11 km northwest of Jerusalem along an old Roman road. In the 12th century the Crusaders established a Frankish settlement here called Parva Mahomeria (""the little dome,"" the same meaning as the Arabic name); the village is mentioned in a 1159 charter defining its borders with Beit 'Anan. Excavations beneath and around the present church have uncovered the remains of a Crusader basilica — traditionally identified with the ""house of Cleopas...",Church-of-St-Cleophas.jpg,https://en.wikipedia.org/wiki/St._Cleophas_Church,https://he.wikipedia.org/wiki/%D7%9B%D7%A0%D7%A1%D7%99%D7%99%D7%AA_%D7%90%D7%9C-%D7%A7%D7%95%D7%91%D7%99%D7%99%D7%91%D7%94
jifna-crusader-site-of-jifna,Jifna / Crusader Site of Jifna,Jifna / Crusader Site of Jifna,Jifna; Jafenia; Jafenie; Jifneh; Gophna,tower,Israel,"Jifna, ~23 km north of Jerusalem, West Bank",Lordship of Nablus,31.9619,35.2156,exact,definite,yes,false,"Jifna sits about 23 km north of Jerusalem on the old road to Nablus. The Crusaders held it from 1099 onward as the small lordship of Jafenia (the form ""Raymundus de Jafenia"" appears in a 1182 charter). At its centre they built a fortified courtyard manor with a monumental gate guarded by a portcullis, a large vaulted hall, and thick walls of well-cut masonry — substantial remains of which still stand in the village core. They also partially rebuilt the older church of St. George with salvaged By...",Jifna-Crusader-Manor.jpg,https://en.wikipedia.org/wiki/Jifna,https://he.wikipedia.org/wiki/%D7%92%27%D7%99%D7%A4%D7%A0%D7%94
khan-as-sawiya-khirbet-berkit,Khan as-Sawiya (Khirbet Berkit),Khan as-Sawiya (Khirbet Berkit),Khan as-Sawiya; Khan as-Sawiyah; Khirbet Berkit; Khirbet Berqit; As-Sawiya khan; Borceos,tower,Israel,"Edge of As-Sawiya village, ~15–18 km south of Nablus, West Bank",Lordship of Nablus,32.0847,35.2578,approximate,possible,yes,false,"Khan as-Sawiya, also called Khirbet Berkit, is a small square ruined caravanserai on the edge of the village of As-Sawiya, roughly 15–18 km south of Nablus on the old road to Jerusalem. Its walls still stand to some height and the corners are built with drafted ashlars — a masonry style strongly associated with Frankish secular building in the twelfth century, though the technique was reused by later builders as well. Pottery sherds of Crusader and Ayyubid date have been recovered from the site ...",Khan-as-Sawiya.jpg,https://en.wikipedia.org/wiki/As-Sawiya,https://he.wikipedia.org/wiki/%D7%90-%D7%A1%D7%90%D7%95%D7%95%D7%99%D7%94
house-of-arches-lod-lydda,House of Arches (Lod / Lydda),House of Arches (Lod / Lydda),בית הקשתות; Beit HaKashtot,tower,Israel,"Old City of Lod (Lydda), Israel",County of Jaffa and Ascalon,31.95296,34.90115,exact,no,yes,false,"The House of Arches (Beit HaKashtot) is a large kurkar-sandstone building in the Old City of Lod — the town the Crusaders knew as Lydda, seat of a Latin bishop and the centre of the cult of Saint George. It is built as three successive ranges of broad arches carrying cross-vaults roofed with shallow domes, each range raised in a different era, so a single structure preserves several centuries of building. Its documented life is industrial: through the Ottoman period and the British Mandate, down...",136169_lod_house_of_arches_PikiWiki_Israel.jpg,https://en.wikipedia.org/wiki/Lod,https://he.wikipedia.org/wiki/%D7%9C%D7%95%D7%93
lifta-clepsta,Lifta (Clepsta),Lifta (Clepsta),Clepsta; Nephtho; Mei Neftoah; Mey Naftoah; ליפתא,tower,Israel,"Lifta, Jerusalem, Israel",Royal Domain - Jerusalem,31.79444,35.19667,approximate,uncertain,yes,false,"Lifta — the Clepsta of the Crusaders, and the Nephtho of Roman and Byzantine writers — clings to the steep northwestern edge of Jerusalem above a perennial spring, on the old descent toward the coastal plain. At the centre of the village stand the remains of a Crusader-period courtyard building, recorded by Denys Pringle in his gazetteer of the kingdom's secular buildings (p. 66); the place is traditionally identified with the biblical spring of Nephtoah (Mei Neftoah). Lifta's far more conspicuo...",lifta.jpg,https://en.wikipedia.org/wiki/Lifta,https://he.wikipedia.org/wiki/%D7%9C%D7%99%D7%A4%D7%AA%D7%90
